target_table,target_field,mapping_class,primary_source_table,primary_source_field,mapping_rule,confidence,notes
LOAD_OPD_APPOINTMENTS,booking_type,LOOKUP_TRANSLATION,OPA,BookingType,OPA.BookingType -> LOAD_OPD_APPOINTMENTS.booking_type,HIGH,Code/value translation required against PAS code sets.
LOAD_OPD_APPOINTMENTS,clinic_code_1,LOOKUP_TRANSLATION,OPA,ClinicCode,OPA.ClinicCode -> LOAD_OPD_APPOINTMENTS.clinic_code_1,HIGH,Code/value translation required against PAS code sets.
LOAD_OPD_APPOINTMENTS,clinic_code_2,LOOKUP_TRANSLATION,OPA,ClinicCode,OPA.ClinicCode -> LOAD_OPD_APPOINTMENTS.clinic_code_2,HIGH,Code/value translation required against PAS code sets.
LOAD_OPD_APPOINTMENTS,appt_type,LOOKUP_TRANSLATION,OPA,ApptType,OPA.ApptType -> LOAD_OPD_APPOINTMENTS.appt_type,HIGH,Code/value translation required against PAS code sets.
LOAD_OPD_APPOINTMENTS,consultant_in_charge,DIRECT_SOURCE,ADMISSIONMANAGEMENT,Consultant,ADMISSIONMANAGEMENT.Consultant -> LOAD_OPD_APPOINTMENTS.consultant_in_charge,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_OPD_APPOINTMENTS,consultant_taking_appt,DIRECT_SOURCE,ADMISSIONMANAGEMENT,Consultant,ADMISSIONMANAGEMENT.Consultant -> LOAD_OPD_APPOINTMENTS.consultant_taking_appt,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_OPD_APPOINTMENTS,transport_required,DIRECT_SOURCE,OPA,Transport,OPA.Transport -> LOAD_OPD_APPOINTMENTS.transport_required,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_OPD_APPOINTMENTS,walkin_flag,DIRECT_SOURCE,CPSCPADLPROBGOAL,G,CPSCPADLPROBGOAL.G -> LOAD_OPD_APPOINTMENTS.walkin_flag,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_OPD_APPOINTMENTS,time_arrived,DIRECT_SOURCE,OPA,ApptTime,OPA.ApptTime -> LOAD_OPD_APPOINTMENTS.time_arrived,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_OPD_APPOINTMENTS,time_seen,DIRECT_SOURCE,OPA,ApptTime,OPA.ApptTime -> LOAD_OPD_APPOINTMENTS.time_seen,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_OPD_APPOINTMENTS,time_complete,DIRECT_SOURCE,OPA,ApptEndTime,OPA.ApptEndTime -> LOAD_OPD_APPOINTMENTS.time_complete,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_OPD_APPOINTMENTS,outcome,LOOKUP_TRANSLATION,AEDIARY,Outcome,AEDIARY.Outcome -> LOAD_OPD_APPOINTMENTS.outcome,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_APPOINTMENTS,cancelled_date,DIRECT_SOURCE,OCCANCEL,DateCancelled,OCCANCEL.DateCancelled -> LOAD_OPD_APPOINTMENTS.cancelled_date,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_OPD_APPOINTMENTS,appt_comment,DIRECT_SOURCE,OPA,ApptComment,OPA.ApptComment -> LOAD_OPD_APPOINTMENTS.appt_comment,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_OPD_APPOINTMENTS,cab_ubrn,DERIVED,,,Set empty or local synthetic value where CAB integration is absent.,HIGH,"Interface-specific field, not present in V83 core extracts."
LOAD_OPD_APPOINTMENTS,cab_service,DIRECT_SOURCE,OPA,CABServiceCode,OPA.CABServiceCode -> LOAD_OPD_APPOINTMENTS.cab_service,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_OPD_APPOINTMENTS,cab_usrn,DERIVED,,,Set empty or local synthetic value where CAB integration is absent.,HIGH,"Interface-specific field, not present in V83 core extracts."
LOAD_OPD_ARCHIVE,key_worker_staff_id,DERIVED,CPFCLINEFFDATA,Id,CPFCLINEFFDATA.Id -> LOAD_OPD_ARCHIVE.key_worker_staff_id,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,care_coordinator,DERIVED,,,Assemble from multi-table joins (transactional + lookup + historical contexts).,MEDIUM,Explicit archive synthesis mapping required.
LOAD_OPD_ARCHIVE,next_review_date,DERIVED,CPSCPADLPROBGOAL,ReviewDate,CPSCPADLPROBGOAL.ReviewDate -> LOAD_OPD_ARCHIVE.next_review_date,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,review_date_changed_at,DERIVED,CPSCPADLPROBGOAL,G,CPSCPADLPROBGOAL.G -> LOAD_OPD_ARCHIVE.review_date_changed_at,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,encounter_type,LOOKUP_TRANSLATION,CONTR,Type,CONTR.Type -> LOAD_OPD_ARCHIVE.encounter_type,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,crn,DERIVED,CANCERREGLINK,CrnCancerRegPatientCodingMraNumber,CANCERREGLINK.CrnCancerRegPatientCodingMraNumber -> LOAD_OPD_ARCHIVE.crn,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,of_birth,DERIVED,PATDATA,InternalDateOfBirth,PATDATA.InternalDateOfBirth -> LOAD_OPD_ARCHIVE.of_birth,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,sex,DERIVED,OPA,Sex,OPA.Sex -> LOAD_OPD_ARCHIVE.sex,HIGH,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,pat_name_1,DERIVED,OPA,Forenames,OPA.Forenames -> LOAD_OPD_ARCHIVE.pat_name_1,HIGH,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,pat_name_family,DERIVED,OPA,Surname,OPA.Surname -> LOAD_OPD_ARCHIVE.pat_name_family,HIGH,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,address_1,DERIVED,AEATYPEINC,EdEstAddress1,AEATYPEINC.EdEstAddress1 -> LOAD_OPD_ARCHIVE.address_1,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,address_2,DERIVED,AEATYPEINC,EdEstAddress2,AEATYPEINC.EdEstAddress2 -> LOAD_OPD_ARCHIVE.address_2,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,address_3,DERIVED,AEATYPEINC,EdEstAddress3,AEATYPEINC.EdEstAddress3 -> LOAD_OPD_ARCHIVE.address_3,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,address_4,DERIVED,AEATYPEINC,EdEstAddress4,AEATYPEINC.EdEstAddress4 -> LOAD_OPD_ARCHIVE.address_4,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,address_5,DERIVED,GDP,Address,GDP.Address -> LOAD_OPD_ARCHIVE.address_5,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,post_code,LOOKUP_TRANSLATION,OPA,Postcode,OPA.Postcode -> LOAD_OPD_ARCHIVE.post_code,HIGH,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,district,DERIVED,OPA,DistrictNumber,OPA.DistrictNumber -> LOAD_OPD_ARCHIVE.district,HIGH,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,pct_codepct,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_OPD_ARCHIVE.pct_codepct,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,contract_number,DERIVED,,,Assemble from multi-table joins (transactional + lookup + historical contexts).,MEDIUM,Explicit archive synthesis mapping required.
LOAD_OPD_ARCHIVE,purchaser_ref,DERIVED,ALLOCATEDCONTRACT,PurchaserRef,ALLOCATEDCONTRACT.PurchaserRef -> LOAD_OPD_ARCHIVE.purchaser_ref,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,provider_code,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_OPD_ARCHIVE.provider_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,purchaser_code,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_OPD_ARCHIVE.purchaser_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,ref_source,DERIVED,CPSGREFERRAL,Source,CPSGREFERRAL.Source -> LOAD_OPD_ARCHIVE.ref_source,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,gp_registration_codegp,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_OPD_ARCHIVE.gp_registration_codegp,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,gp_namegp,DERIVED,CONSMAST,Name,CONSMAST.Name -> LOAD_OPD_ARCHIVE.gp_namegp,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,gp_fundholder_codegp,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_OPD_ARCHIVE.gp_fundholder_codegp,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,gp_practice_code,LOOKUP_TRANSLATION,OPA,PracticeCode,OPA.PracticeCode -> LOAD_OPD_ARCHIVE.gp_practice_code,HIGH,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,practice_name,DERIVED,CONSMAST,Name,CONSMAST.Name -> LOAD_OPD_ARCHIVE.practice_name,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,referral_request_date,DERIVED,ADMITDISCH,Referral,ADMITDISCH.Referral -> LOAD_OPD_ARCHIVE.referral_request_date,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,referral_reason,LOOKUP_TRANSLATION,ADMITDISCH,Referral,ADMITDISCH.Referral -> LOAD_OPD_ARCHIVE.referral_reason,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,referring_consultant_gmc,DERIVED,ADMISSIONMANAGEMENT,Consultant,ADMISSIONMANAGEMENT.Consultant -> LOAD_OPD_ARCHIVE.referring_consultant_gmc,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,referring_consultant_name,DERIVED,ADMISSIONMANAGEMENT,Consultant,ADMISSIONMANAGEMENT.Consultant -> LOAD_OPD_ARCHIVE.referring_consultant_name,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,first_attendance,DERIVED,OPCANCERREG,DateOfFirstAttendance,OPCANCERREG.DateOfFirstAttendance -> LOAD_OPD_ARCHIVE.first_attendance,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,referral_discharge_date,DERIVED,ADMITDISCH,DischargeDate,ADMITDISCH.DischargeDate -> LOAD_OPD_ARCHIVE.referral_discharge_date,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,ge_date,OUT_OF_SCOPE,,,Exclude: parse artefact field from non-authoritative PDF conversion.,HIGH,
LOAD_OPD_ARCHIVE,ge_status,OUT_OF_SCOPE,,,Exclude: parse artefact field from non-authoritative PDF conversion.,HIGH,
LOAD_OPD_ARCHIVE,clinic_name,DERIVED,AECLINICMF,Clinic,AECLINICMF.Clinic -> LOAD_OPD_ARCHIVE.clinic_name,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,specialty,LOOKUP_TRANSLATION,OPA,ClinicSpecialty,OPA.ClinicSpecialty -> LOAD_OPD_ARCHIVE.specialty,HIGH,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,consultant_team,DERIVED,ADMISSIONMANAGEMENT,Consultant,ADMISSIONMANAGEMENT.Consultant -> LOAD_OPD_ARCHIVE.consultant_team,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,consultant_gmc,DERIVED,ADMISSIONMANAGEMENT,Consultant,ADMISSIONMANAGEMENT.Consultant -> LOAD_OPD_ARCHIVE.consultant_gmc,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,consultant_name,DERIVED,OPA,ClinicConsultant,OPA.ClinicConsultant -> LOAD_OPD_ARCHIVE.consultant_name,HIGH,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,transport,DERIVED,OPA,Transport,OPA.Transport -> LOAD_OPD_ARCHIVE.transport,HIGH,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,appointment_priority,LOOKUP_TRANSLATION,AEATRACKSTEP,Priority,AEATRACKSTEP.Priority -> LOAD_OPD_ARCHIVE.appointment_priority,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,appointment_purpose,DERIVED,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPD_ARCHIVE.appointment_purpose,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,appointment_status,LOOKUP_TRANSLATION,OCCANCEL,Status,OCCANCEL.Status -> LOAD_OPD_ARCHIVE.appointment_status,HIGH,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,appointment_date,DERIVED,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPD_ARCHIVE.appointment_date,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,appointment_time,DERIVED,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPD_ARCHIVE.appointment_time,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,walkin_flag,DERIVED,CPSCPADLPROBGOAL,G,CPSCPADLPROBGOAL.G -> LOAD_OPD_ARCHIVE.walkin_flag,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,forced_booking_flag,DERIVED,CPSCPADLPROBGOAL,G,CPSCPADLPROBGOAL.G -> LOAD_OPD_ARCHIVE.forced_booking_flag,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,booked,DERIVED,OPA,ApptBookedDate,OPA.ApptBookedDate -> LOAD_OPD_ARCHIVE.booked,HIGH,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,booking_type,LOOKUP_TRANSLATION,OPA,BookingType,OPA.BookingType -> LOAD_OPD_ARCHIVE.booking_type,HIGH,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,appointment_type,LOOKUP_TRANSLATION,APPTYP,AppointmentTypeCode,APPTYP.AppointmentTypeCode -> LOAD_OPD_ARCHIVE.appointment_type,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,time_arrived,DERIVED,OPA,ApptTime,OPA.ApptTime -> LOAD_OPD_ARCHIVE.time_arrived,HIGH,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,time_seen,DERIVED,OPA,ApptTime,OPA.ApptTime -> LOAD_OPD_ARCHIVE.time_seen,HIGH,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,time_completed,DERIVED,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPD_ARCHIVE.time_completed,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,outcome,LOOKUP_TRANSLATION,AEDIARY,Outcome,AEDIARY.Outcome -> LOAD_OPD_ARCHIVE.outcome,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,cancelled_date,DERIVED,OCCANCEL,DateCancelled,OCCANCEL.DateCancelled -> LOAD_OPD_ARCHIVE.cancelled_date,HIGH,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,cancelled_by,DERIVED,OPAPPOINTATTEND,PatientAppointmentCancelledByCode,OPAPPOINTATTEND.PatientAppointmentCancelledByCode -> LOAD_OPD_ARCHIVE.cancelled_by,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,cancellation_reason,LOOKUP_TRANSLATION,CPREFDISCH,Reason,CPREFDISCH.Reason -> LOAD_OPD_ARCHIVE.cancellation_reason,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,procedure_scheme,DERIVED,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPD_ARCHIVE.procedure_scheme,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,primary_procedure_code,LOOKUP_TRANSLATION,OPA,ApptPrimaryProcedureCode,OPA.ApptPrimaryProcedureCode -> LOAD_OPD_ARCHIVE.primary_procedure_code,HIGH,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,primary_procedure_desc,DERIVED,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPD_ARCHIVE.primary_procedure_desc,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,procedure_1_code,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_OPD_ARCHIVE.procedure_1_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,procedure_1_desc,DERIVED,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPD_ARCHIVE.procedure_1_desc,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,procedure_2_code,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_OPD_ARCHIVE.procedure_2_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,procedure_2_desc,DERIVED,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPD_ARCHIVE.procedure_2_desc,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,procedure_3_code,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_OPD_ARCHIVE.procedure_3_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,procedure_3_desc,DERIVED,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPD_ARCHIVE.procedure_3_desc,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,procedure_4_code,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_OPD_ARCHIVE.procedure_4_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,procedure_4_desc,DERIVED,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPD_ARCHIVE.procedure_4_desc,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,procedure_5_code,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_OPD_ARCHIVE.procedure_5_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,procedure_5_desc,DERIVED,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPD_ARCHIVE.procedure_5_desc,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,procedure_6_code,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_OPD_ARCHIVE.procedure_6_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,procedure_6_desc,DERIVED,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPD_ARCHIVE.procedure_6_desc,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,procedure_7_code,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_OPD_ARCHIVE.procedure_7_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,procedure_7_desc,DERIVED,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPD_ARCHIVE.procedure_7_desc,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,procedure_8_code,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_OPD_ARCHIVE.procedure_8_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,procedure_8_desc,DERIVED,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPD_ARCHIVE.procedure_8_desc,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,procedure_9_code,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_OPD_ARCHIVE.procedure_9_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_ARCHIVE,procedure_9_desc,DERIVED,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPD_ARCHIVE.procedure_9_desc,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_OPD_ARCHIVE,procedure_10_code,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_OPD_ARCHIVE.procedure_10_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_CODING,record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPD_CODING,load_opd_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPD_CODING,system_code,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPD_CODING,external_system_id,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPD_CODING,diagnosis_division,DIRECT_SOURCE,AEAUSERDIAG,Diagnosis,AEAUSERDIAG.Diagnosis -> LOAD_OPD_CODING.diagnosis_division,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_OPD_CODING,note_type,LOOKUP_TRANSLATION,CONTR,Type,CONTR.Type -> LOAD_OPD_CODING.note_type,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_CODING,diagnosis,DIRECT_SOURCE,OPA,RefPrimaryDiagnosisCode,OPA.RefPrimaryDiagnosisCode -> LOAD_OPD_CODING.diagnosis,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_OPD_CODING,diagnosis_note,DERIVED,AEAUSERDIAG,Diagnosis,AEAUSERDIAG.Diagnosis -> LOAD_OPD_CODING.diagnosis_note,HIGH,Derived/constructed field from source clinical context.
LOAD_OPDWAITLIST,record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPDWAITLIST,loadref_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPDWAITLIST,rttpwy_recno_out_encounter,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPDWAITLIST,loadrttprd_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPDWAITLIST,loadrttprd_action,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPDWAITLIST.loadrttprd_action,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_OPDWAITLIST,rttevent_recno_encounter,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPDWAITLIST,rttevent_recno_outcome,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPDWAITLIST,system_code,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPDWAITLIST,external_system_id,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPDWAITLIST,main_crn_type,LOOKUP_TRANSLATION,CONTR,CidType,CONTR.CidType -> LOAD_OPDWAITLIST.main_crn_type,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPDWAITLIST,main_crn,DIRECT_SOURCE,OPA,InternalPatientNumber,OPA.InternalPatientNumber -> LOAD_OPDWAITLIST.main_crn,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_OPDWAITLIST,hospital_code,LOOKUP_TRANSLATION,OPREFERRAL,HospitalCode,OPREFERRAL.HospitalCode -> LOAD_OPDWAITLIST.hospital_code,HIGH,Code/value translation required against PAS code sets.
LOAD_OPDWAITLIST,site,DIRECT_SOURCE,AEANATSITE,AeAnatomSitePromptSideInt,AEANATSITE.AeAnatomSitePromptSideInt -> LOAD_OPDWAITLIST.site,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_OPDWAITLIST,list_code,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_OPDWAITLIST.list_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPDWAITLIST,list_name,DIRECT_SOURCE,CONSMAST,Name,CONSMAST.Name -> LOAD_OPDWAITLIST.list_name,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_OPDWAITLIST,encounter_type,LOOKUP_TRANSLATION,CONTR,Type,CONTR.Type -> LOAD_OPDWAITLIST.encounter_type,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPDWAITLIST,specialty,LOOKUP_TRANSLATION,OPA,ClinicSpecialty,OPA.ClinicSpecialty -> LOAD_OPDWAITLIST.specialty,HIGH,Code/value translation required against PAS code sets.
LOAD_OPDWAITLIST,new_followup_flagn,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPDWAITLIST.new_followup_flagn,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_OPDWAITLIST,short_notice_flag,DIRECT_SOURCE,WLCURRENT,ShortNotice,WLCURRENT.ShortNotice -> LOAD_OPDWAITLIST.short_notice_flag,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_OPDWAITLIST,status,LOOKUP_TRANSLATION,OPA,ApptStatus,OPA.ApptStatus -> LOAD_OPDWAITLIST.status,HIGH,Code/value translation required against PAS code sets.
LOAD_OPDWAITLIST,target_date,DIRECT_SOURCE,CPSCPADLPROBGOAL,G,CPSCPADLPROBGOAL.G -> LOAD_OPDWAITLIST.target_date,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_OPDWAITLIST,consultant,DIRECT_SOURCE,OPA,ClinicConsultant,OPA.ClinicConsultant -> LOAD_OPDWAITLIST.consultant,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_OPDWAITLIST,outcome,LOOKUP_TRANSLATION,AEDIARY,Outcome,AEDIARY.Outcome -> LOAD_OPDWAITLIST.outcome,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPDWAITLIST,removed,DIRECT_SOURCE,CLIDATA,RemovedFromScreen,CLIDATA.RemovedFromScreen -> LOAD_OPDWAITLIST.removed,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_OPDWAITLIST,wl_comment,DIRECT_SOURCE,OPREFERRAL,Comment,OPREFERRAL.Comment -> LOAD_OPDWAITLIST.wl_comment,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_OPDWAITLIST,ios_usercode,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_OPDWAITLIST.ios_usercode,MEDIUM,Code/value translation required against PAS code sets.
