target_table,target_field,best_source_table,best_source_field,score,status,source_in_13_priority,source_in_target_hint_tables,notes
LOAD_PMI,pat_name_3,PATDATA,BirthName,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,pat_name_family,PATDATA,BirthName,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,maiden_name,CONSMAST,Name,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,of_birth,PATDATA,BirthName,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_PMI,place_born,PATDATA,PlaceOfBirth,0.443,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,entered_country,PATDATA,CountryOfBirth,0.443,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,nationality,ADTLADDCOR,Districtnumber,0.110,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,ethnic_group,ETHN,EthnicGroupNatCode,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,preferred_language,PATDATA,PreferredName,0.443,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,religion_code,PATDATA,Religion,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_PMI,marital_status,PATDATA,MaritalStatus,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_PMI,occupation_code,PATDATA,Occupation,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_PMI,where_heard_of_service,OCMLOCNPERF,Service,0.333,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,pat_address_1,PATDATA,PtAddrComments,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_PMI,pat_address_2,PATDATA,PtAddrComments,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_PMI,pat_address_3,PATDATA,PtAddrComments,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_PMI,pat_address_4,PATDATA,PtAddrComments,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_PMI,post_code,PATDATA,PtAddrPostCode,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_PMI,telephone_no,ADTLADDCOR,SeqNo,0.443,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,telephone_no_2,ADTLADDCOR,SeqNo,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,telephone_no_3,ADTLADDCOR,SeqNo,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,pat_email_address,PATDATA,PtEmail,0.777,PROBABLE,Y,Y,
LOAD_PMI,pat_lives_alone,PATDATA,PtEmail,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,pat_permission_to_contact,CPCLINCONTACT,CpsPatientContactClinician,0.333,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,pat_permission_to_phone,PATDATA,PtHomePhone,0.510,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,pat_address_from,PATDATA,PtAddrComments,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_PMI,of_death,PATDATA,PtDateOfDeath,0.443,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,where_died,AEA,AeAdditionalDetailsWhere,0.230,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,cause_of_death,ICD9,RareCauseOfDeath,0.667,LOW_CONFIDENCE,N,N,Best candidate is outside the 13 priority source tables.
LOAD_PMI,death_treatment_related,PATDATA,PtDateOfDeath,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,death_hiv_related,PATDATA,PtDateOfDeath,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_1_type,OCMSCREENTYPE,ScreenType_1,0.400,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_1,PATDATA,Allergies_1,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_2_type,ADTLADDCOR,TransactType,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_2,HWARD,ExtraBeds,0.250,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_3_type,ADTLADDCOR,TransactType,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_3,HWARD,ExtraBeds,0.250,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_4_type,ADTLADDCOR,TransactType,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_4,HWARD,ExtraBeds,0.250,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_5_type,ADTLADDCOR,TransactType,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_5,HWARD,ExtraBeds,0.250,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_6_type,ADTLADDCOR,TransactType,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_6,HWARD,ExtraBeds,0.250,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_7_type,ADTLADDCOR,TransactType,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_7,HWARD,ExtraBeds,0.250,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_8_type,ADTLADDCOR,TransactType,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_8,HWARD,ExtraBeds,0.250,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_9_type,ADTLADDCOR,TransactType,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_9,HWARD,ExtraBeds,0.250,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_10_type,ADTLADDCOR,TransactType,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,extra_info_10,HWARD,ExtraBeds,0.250,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,comments,PATDATA,Comments,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_PMI,note_1_subject,PATDATA,Allergies_1,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,note_1_text,PATDATA,Allergies_1,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,note_2_subject,HWMHEALTHPERSON,New_2,0.250,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,note_2_text,ASFIELDMF,HelpText,0.250,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,nok_relationship,PATDATA,Relationship,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_PMI,nok_title,PATDATA,Title,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_PMI,nok_name_1,GP,GpName_1,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,nok_name_family,PATDATA,BirthName,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,nok_address_1,PATDATA,Allergies_1,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,nok_address_2,PATDATA,CarerAddress,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,nok_address_3,PATDATA,CarerAddress,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,nok_address_4,PATDATA,CarerAddress,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,nok_post_code,PATDATA,NoKPostCode,0.660,LOW_CONFIDENCE,Y,Y,
LOAD_PMI,nok_telephone_1,PATDATA,Allergies_1,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,nok_telephone_2,HWMHEALTHPERSON,New_2,0.250,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,nok_comments,PATDATA,Comments,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_PMI,pat_permission_to_copy_gp,GPHISTORY,PmiPatientGpHistoryToDateIndexKey,0.300,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,gp_national_code,PATDATA,GpCode,0.777,PROBABLE,Y,Y,
LOAD_PMI,practice_national_code,FCEEXT,PracticeCode,0.697,LOW_CONFIDENCE,Y,N,
LOAD_PMI,practice_post_code,FCEEXT,PracticeCode,0.697,LOW_CONFIDENCE,Y,N,
LOAD_PMI,practice_applies_from,GPHISTORY,Practice,0.333,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,gdp_national_code,PATDATA,GdpCode,0.777,PROBABLE,Y,Y,
LOAD_PMI,gdp_practice_national_code,PATDATA,GdpCode,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_PMI,gdp_practice_post_code,PATDATA,GdpCode,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_PMI,gdp_practice_applies_from,PATDATA,GdpCode,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIADDRS,of_birth,PATDATA,BirthName,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_PMIADDRS,marital_code,AEACCBY,Code,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIADDRS,applies_start,SMREPISODE,StartReason,0.363,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIADDRS,applies_end,CONSWARDSTAY,EndActivity,0.333,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIADDRS,record_number,PATDATA,DistrictNumber,0.443,SYSTEM_FIELD,Y,Y,
LOAD_PMIADDRS,loadpmi_record_number,PATDATA,DistrictNumber,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIADDRS,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_PMIADDRS,external_system_id,PATDATA,FacilId,0.360,SYSTEM_FIELD,Y,Y,
LOAD_PMIADDRS,main_crnload_pmi,PATDATA,PmiAlternatePatientNumberinternal,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIADDRS,address_type,CPSGREFERRAL,Type,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIADDRS,address_1,GDP,Address,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIADDRS,address_2,GDP,Address,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIADDRS,address_3,GDP,Address,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIADDRS,address_4,GDP,Address,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIADDRS,post_code,PATDATA,PtAddrPostCode,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_PMIADDRS,country_code,COUNTRYBIRTHMF,CountryCode,1.000,HIGH_CONFIDENCE,N,N,
LOAD_PMIADDRS,phone_1,GDP,Phone,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIADDRS,phone_2,GDP,Phone,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIADDRS,phone_3,GDP,Phone,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIADDRS,date_of_birth,PATDATA,InternalDateOfBirth,0.827,PROBABLE,Y,Y,
LOAD_PMIADDRS,main_crn_type,PATCHANGEBYDATE,Internalpatientnumber,0.600,LOW_CONFIDENCE,N,N,Best candidate is outside the 13 priority source tables.
LOAD_PMIADDRS,main_crn,PATCHANGEBYDATE,Internalpatientnumber,1.000,HIGH_CONFIDENCE,N,N,
LOAD_PMIADDRS,address_5,GDP,Address,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIALIASES,record_number,PATDATA,DistrictNumber,0.443,SYSTEM_FIELD,Y,Y,
LOAD_PMIALIASES,loadpmi_record_number,PATDATA,DistrictNumber,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIALIASES,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_PMIALIASES,external_system_id,PATDATA,FacilId,0.360,SYSTEM_FIELD,Y,Y,
LOAD_PMIALIASES,main_crnload_pmi,PATDATA,PmiAlternatePatientNumberinternal,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIALIASES,sex,PATDATA,Sex,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_PMIALIASES,title,PATDATA,Title,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_PMIALIASES,pat_name_1,GP,GpName_1,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIALIASES,pat_name_2,GP,GpName_2,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIALIASES,pat_name_3,PATDATA,BirthName,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIALIASES,pat_name_family,PATDATA,BirthName,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIALLERGIES,record_number,PATDATA,DistrictNumber,0.443,SYSTEM_FIELD,Y,Y,
LOAD_PMIALLERGIES,loadpmi_record_number,PATDATA,DistrictNumber,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIALLERGIES,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_PMIALLERGIES,external_system_id,PATDATA,FacilId,0.360,SYSTEM_FIELD,Y,Y,
LOAD_PMIALLERGIES,main_crnload_pmi,PATDATA,PmiAlternatePatientNumberinternal,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIALLERGIES,allergy_code,AEACCBY,Code,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIALLERGIES,allergy_comment,ADMITDISCH,Comment,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIALLERGIES,applies_start,SMREPISODE,StartReason,0.363,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIALLERGIES,applies_end,CONSWARDSTAY,EndActivity,0.333,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICASENOTEHISTORY,field,ASFIELDMF,FieldType,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICASENOTEHISTORY,record_number,PATDATA,DistrictNumber,0.443,SYSTEM_FIELD,Y,Y,
LOAD_PMICASENOTEHISTORY,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_PMICASENOTEHISTORY,external_system_id,PATDATA,FacilId,0.360,SYSTEM_FIELD,Y,Y,
LOAD_PMICASENOTEHISTORY,id_type,CPSGREFERRAL,Type,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICASENOTEHISTORY,id_number,CPFCLINEFFDATA,Id,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICASENOTEHISTORY,volume,CVCNTRCT,VolumeCeiling,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICASENOTEHISTORY,hospital_code,ADMITDISCH,HospCode,1.000,HIGH_CONFIDENCE,Y,N,
LOAD_PMICASENOTEHISTORY,site,AEAUSERDIAG,AnatomicalSite,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICASENOTEHISTORY,location_code,AEATRACKSTEP,LocationCode,1.000,HIGH_CONFIDENCE,N,N,
LOAD_PMICASENOTEHISTORY,start_date,CONSWARDSTAY,StartDate,1.000,HIGH_CONFIDENCE,N,N,
LOAD_PMICASENOTEHISTORY,end_date,CONSWARDSTAY,EndDate,1.000,HIGH_CONFIDENCE,N,N,
LOAD_PMICASENOTEHISTORY,short_note,WLCURRENT,ShortNotice,0.363,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICASENOTEHISTORY,comment_1,ADMITDISCH,Comment,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICASENOTEHISTORY,comment_2,ADMITDISCH,Comment,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICONTACTS,record_number,PATDATA,DistrictNumber,0.443,SYSTEM_FIELD,Y,Y,
LOAD_PMICONTACTS,loadpmi_record_number,PATDATA,DistrictNumber,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICONTACTS,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_PMICONTACTS,external_system_id,PATDATA,FacilId,0.360,SYSTEM_FIELD,Y,Y,
LOAD_PMICONTACTS,main_crnload_pmi,PATDATA,PmiAlternatePatientNumberinternal,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICONTACTS,contact_type,CPPTCONTACT,TypeOfContact,1.000,HIGH_CONFIDENCE,N,N,
LOAD_PMICONTACTS,relationship,PATDATA,Relationship,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_PMICONTACTS,parental_responsibility,PATDATA,AccommodationStatus,0.110,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICONTACTS,title,PATDATA,Title,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_PMICONTACTS,name_1,GP,GpName_1,0.667,LOW_CONFIDENCE,N,N,Best candidate is outside the 13 priority source tables.
LOAD_PMICONTACTS,name_family,CONSMAST,Name,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICONTACTS,address_1,GDP,Address,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICONTACTS,address_2,GDP,Address,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICONTACTS,address_3,GDP,Address,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICONTACTS,address_4,GDP,Address,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICONTACTS,post_code,PATDATA,PtAddrPostCode,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_PMICONTACTS,country_code,COUNTRYBIRTHMF,CountryCode,1.000,HIGH_CONFIDENCE,N,N,
LOAD_PMICONTACTS,phone_1,GDP,Phone,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICONTACTS,phone_2,GDP,Phone,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICONTACTS,phone_3,GDP,Phone,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICONTACTS,comments,PATDATA,Comments,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_PMICONTACTS,applies_start,SMREPISODE,StartReason,0.363,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMICONTACTS,applies_end,CONSWARDSTAY,EndActivity,0.333,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIGPAUDIT,record_number,PATDATA,DistrictNumber,0.443,SYSTEM_FIELD,Y,Y,
LOAD_PMIGPAUDIT,loadpmi_record_number,PATDATA,DistrictNumber,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIGPAUDIT,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_PMIGPAUDIT,external_system_id,PATDATA,FacilId,0.360,SYSTEM_FIELD,Y,Y,
LOAD_PMIGPAUDIT,main_crnload_pmi,PATDATA,PmiAlternatePatientNumberinternal,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIGPAUDIT,gp_national_code,PATDATA,GpCode,0.777,PROBABLE,Y,Y,
LOAD_PMIGPAUDIT,practice_national_code,FCEEXT,PracticeCode,0.697,LOW_CONFIDENCE,Y,N,
LOAD_PMIIDS,record_number,PATDATA,DistrictNumber,0.443,SYSTEM_FIELD,Y,Y,
LOAD_PMIIDS,loadpmi_record_number,PATDATA,DistrictNumber,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIIDS,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_PMIIDS,external_system_id,PATDATA,FacilId,0.360,SYSTEM_FIELD,Y,Y,
LOAD_PMIIDS,main_crnload_pmi,PATDATA,PmiAlternatePatientNumberinternal,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIIDS,additional_id_type,CPSGREFERRAL,Type,0.363,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIIDS,additional_id,CPFCLINEFFDATA,Id,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMIIDS,volume,CVCNTRCT,VolumeCeiling,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMISTAFFWARNINGS,record_number,PATDATA,DistrictNumber,0.443,SYSTEM_FIELD,Y,Y,
LOAD_PMISTAFFWARNINGS,loadpmi_record_number,PATDATA,DistrictNumber,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMISTAFFWARNINGS,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_PMISTAFFWARNINGS,external_system_id,PATDATA,FacilId,0.360,SYSTEM_FIELD,Y,Y,
LOAD_PMISTAFFWARNINGS,main_crnload_pmi,PATDATA,PmiAlternatePatientNumberinternal,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMISTAFFWARNINGS,warning_code,AEACCBY,Code,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMISTAFFWARNINGS,warning_comment,ADMITDISCH,Comment,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMISTAFFWARNINGS,applies_start,SMREPISODE,StartReason,0.363,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMISTAFFWARNINGS,applies_end,CONSWARDSTAY,EndActivity,0.333,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_REFERRALS,pathway_end_event,OPA,ApptEndTime,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_REFERRALS,pathway_specialty,OPREFERRAL,Specialty,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_REFERRALS,pathway_status,CPSGREFERRAL,Status,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_REFERRALS,pathway_type,CPSGREFERRAL,Type,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_REFERRALS,record_number,OPREFERRAL,DistrictNumber,0.443,SYSTEM_FIELD,Y,Y,
LOAD_REFERRALS,loadrttpwy_record_number,OPREFERRAL,DistrictNumber,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_REFERRALS,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_REFERRALS,external_system_id,WLCURRENT,ContractID,0.360,SYSTEM_FIELD,Y,Y,
LOAD_REFERRALS,main_crn_type,PATCHANGEBYDATE,Internalpatientnumber,0.600,LOW_CONFIDENCE,N,N,Best candidate is outside the 13 priority source tables.
LOAD_REFERRALS,main_crn,PATCHANGEBYDATE,Internalpatientnumber,1.000,HIGH_CONFIDENCE,N,N,
LOAD_REFERRALS,patient_category,OPA,PtCategory,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_REFERRALS,first_seen,CANCERSUMMARY,DateFirstSeen,0.667,LOW_CONFIDENCE,N,N,Best candidate is outside the 13 priority source tables.
LOAD_REFERRALS,override_wait_reset_date,OPREFERRAL,QM08StartWaitDate,0.560,LOW_CONFIDENCE,Y,Y,
LOAD_REFERRALS,ref_new_followup_flag,OPREFERRAL,RefBy,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_REFERRALS,ref_date,CPSGREFERRAL,RefDtTmInt,0.580,LOW_CONFIDENCE,Y,N,
LOAD_REFERRALS,ref_received_date,ECRSTATUSHISTORY,DateReceived,0.717,PROBABLE,N,N,
LOAD_REFERRALS,ref_source,CPSGREFERRAL,Source,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_REFERRALS,ref_gp_code,FCEEXT,GpCode,0.697,LOW_CONFIDENCE,Y,N,
LOAD_REFERRALS,ref_practice_code,OPA,PracticeCode,0.777,PROBABLE,Y,Y,
